AreaCode,LSOA_Name,BoroughName
E01001523,Enfield 019C,Enfield
E01001524,Enfield 019D,Enfield
E01001525,Enfield 020E,Enfield
E01001526,Enfield 019E,Enfield
E01001527,Enfield 036F,Enfield
E01001528,Enfield 032B,Enfield
E01001529,Enfield 032C,Enfield
E01001530,Enfield 032D,Enfield
E01001531,Enfield 028B,Enfield
E01001532,Enfield 028C,Enfield
E01001533,Enfield 028D,Enfield
E01001534,Enfield 032E,Enfield
E01001535,Enfield 028E,Enfield
E01001536,Enfield 008B,Enfield
E01001537,Enfield 005E,Enfield
E01001538,Enfield 009A,Enfield
E01001539,Enfield 009B,Enfield
E01001540,Enfield 008C,Enfield
E01001541,Enfield 008D,Enfield
E01001542,Enfield 008E,Enfield
E01001543,Enfield 009C,Enfield
E01001544,Enfield 009D,Enfield
E01001545,Enfield 002B,Enfield
E01001546,Enfield 001C,Enfield
E01001547,Enfield 002C,Enfield
E01001548,Enfield 002D,Enfield
E01001549,Enfield 006D,Enfield
E01001550,Enfield 006E,Enfield
E01001551,Enfield 002E,Enfield
E01001552,Enfield 001D,Enfield
E01001553,Enfield 037B,Enfield
E01001554,Enfield 037C,Enfield
E01001555,Enfield 033C,Enfield
E01001556,Enfield 035E,Enfield
E01001557,Enfield 033D,Enfield
E01001558,Enfield 033E,Enfield
E01001559,Enfield 033F,Enfield
E01001560,Enfield 035F,Enfield
E01001562,Enfield 037D,Enfield
E01001563,Enfield 029C,Enfield
E01001564,Enfield 022B,Enfield
E01001565,Enfield 029D,Enfield
E01001566,Enfield 029E,Enfield
E01001567,Enfield 022C,Enfield
E01001568,Enfield 022D,Enfield
E01001569,Enfield 022E,Enfield
E01001570,Enfield 026E,Enfield
E01032574,Enfield 037E,Enfield
E01033146,Enfield 025F,Enfield
E01033148,Enfield 003F,Enfield
E01033150,Enfield 003G,Enfield
E01033151,Enfield 025G,Enfield
E01001571,Greenwich 008A,Greenwich
E01001572,Greenwich 008B,Greenwich
E01001573,Greenwich 008C,Greenwich
E01001574,Greenwich 008D,Greenwich
E01001575,Greenwich 003A,Greenwich
E01001576,Greenwich 003B,Greenwich
E01001577,Greenwich 003C,Greenwich
E01001578,Greenwich 003D,Greenwich
E01001579,Greenwich 003E,Greenwich
E01001580,Greenwich 021A,Greenwich
E01001581,Greenwich 016A,Greenwich
E01001582,Greenwich 021B,Greenwich
E01001583,Greenwich 021C,Greenwich
E01001584,Greenwich 021D,Greenwich
E01001585,Greenwich 016B,Greenwich
E01001586,Greenwich 016C,Greenwich
E01001587,Greenwich 016D,Greenwich
E01001588,Greenwich 012A,Greenwich
E01001589,Greenwich 012B,Greenwich
E01001590,Greenwich 014A,Greenwich
E01001591,Greenwich 012C,Greenwich
E01001592,Greenwich 014B,Greenwich
E01001593,Greenwich 014C,Greenwich
E01001594,Greenwich 014D,Greenwich
E01001595,Greenwich 012D,Greenwich
E01001596,Greenwich 032A,Greenwich
E01001597,Greenwich 031A,Greenwich
E01001598,Greenwich 031B,Greenwich
E01001599,Greenwich 032B,Greenwich
E01001600,Greenwich 032C,Greenwich
E01001601,Greenwich 032D,Greenwich
E01001602,Greenwich 031C,Greenwich
E01001603,Greenwich 031D,Greenwich
E01001604,Greenwich 027A,Greenwich
E01001605,Greenwich 023A,Greenwich
E01001606,Greenwich 023B,Greenwich
E01001607,Greenwich 027B,Greenwich
E01001608,Greenwich 027C,Greenwich
E01001609,Greenwich 027D,Greenwich
E01001610,Greenwich 023C,Greenwich
E01001611,Greenwich 023D,Greenwich
E01001613,Greenwich 028A,Greenwich
E01001614,Greenwich 028B,Greenwich
E01001615,Greenwich 028C,Greenwich
E01001617,Greenwich 028D,Greenwich
E01001618,Greenwich 030C,Greenwich
E01001619,Greenwich 030D,Greenwich
E01001620,Greenwich 025A,Greenwich
E01001621,Greenwich 025B,Greenwich
E01001623,Greenwich 025C,Greenwich
E01001624,Greenwich 025D,Greenwich
E01001625,Greenwich 025E,Greenwich
E01001629,Greenwich 009A,Greenwich
E01001631,Greenwich 007B,Greenwich
E01001632,Greenwich 007C,Greenwich
E01001633,Greenwich 009B,Greenwich
E01001634,Greenwich 009C,Greenwich
E01001635,Greenwich 007D,Greenwich
E01001636,Greenwich 007E,Greenwich
E01001637,Greenwich 009D,Greenwich
E01001638,Greenwich 038A,Greenwich
E01001640,Greenwich 035A,Greenwich
E01001641,Greenwich 038B,Greenwich
E01001642,Greenwich 038C,Greenwich
E01001644,Greenwich 038D,Greenwich
E01001645,Greenwich 022A,Greenwich
E01001646,Greenwich 019A,Greenwich
E01001647,Greenwich 022B,Greenwich
E01001648,Greenwich 022C,Greenwich
E01001649,Greenwich 022D,Greenwich
E01001650,Greenwich 019B,Greenwich
E01001651,Greenwich 019C,Greenwich
E01001652,Greenwich 019D,Greenwich
E01001653,Greenwich 029A,Greenwich
E01001654,Greenwich 029B,Greenwich
E01001655,Greenwich 029C,Greenwich
E01001656,Greenwich 034A,Greenwich
E01001657,Greenwich 034B,Greenwich
E01001658,Greenwich 034C,Greenwich
E01001659,Greenwich 034D,Greenwich
E01001660,Greenwich 029D,Greenwich
E01001661,Greenwich 029E,Greenwich
E01001662,Greenwich 037A,Greenwich
E01001664,Greenwich 037B,Greenwich
E01001665,Greenwich 037C,Greenwich
E01001666,Greenwich 036A,Greenwich
E01001667,Greenwich 036B,Greenwich
E01001668,Greenwich 036C,Greenwich
E01001669,Greenwich 033A,Greenwich
E01001671,Greenwich 033B,Greenwich
E01001672,Greenwich 006A,Greenwich
E01001673,Greenwich 006B,Greenwich
E01001674,Greenwich 006C,Greenwich
E01001675,Greenwich 006D,Greenwich
E01001676,Greenwich 033C,Greenwich
E01001677,Greenwich 006E,Greenwich
E01001678,Greenwich 017A,Greenwich
E01001679,Greenwich 020A,Greenwich
E01001680,Greenwich 020B,Greenwich
E01001681,Greenwich 020C,Greenwich
E01001682,Greenwich 020D,Greenwich
E01001683,Greenwich 017B,Greenwich
E01001684,Greenwich 017C,Greenwich
E01001685,Greenwich 017D,Greenwich
E01001686,Greenwich 020E,Greenwich
E01001687,Greenwich 002A,Greenwich
E01001688,Greenwich 002B,Greenwich
E01001690,Greenwich 001A,Greenwich
E01001692,Greenwich 001B,Greenwich
E01001693,Greenwich 001C,Greenwich
E01001694,Greenwich 001D,Greenwich
E01001695,Greenwich 011A,Greenwich
E01001696,Greenwich 011B,Greenwich
E01001697,Greenwich 011C,Greenwich
E01001698,Greenwich 015A,Greenwich
E01001699,Greenwich 015B,Greenwich
E01001700,Greenwich 011D,Greenwich
E01001701,Greenwich 015C,Greenwich
E01001702,Greenwich 015D,Greenwich
E01001703,Greenwich 011E,Greenwich
E01001704,Greenwich 011F,Greenwich
E01001705,Greenwich 005A,Greenwich
E01001706,Greenwich 005B,Greenwich
E01001708,Greenwich 005C,Greenwich
E01001709,Greenwich 004B,Greenwich
E01001710,Greenwich 005D,Greenwich
E01001711,Greenwich 004C,Greenwich
E01001712,Greenwich 004D,Greenwich
E01001713,Greenwich 005E,Greenwich
E01032567,Greenwich 033D,Greenwich
E01033726,Greenwich 034E,Greenwich
E01033727,Greenwich 035B,Greenwich
E01033728,Greenwich 035C,Greenwich
E01033729,Greenwich 030E,Greenwich
E01033730,Greenwich 035D,Greenwich
E01033731,Greenwich 004E,Greenwich
E01033732,Greenwich 036D,Greenwich
E01033733,Greenwich 036E,Greenwich
E01033734,Greenwich 004F,Greenwich
E01033735,Greenwich 004G,Greenwich
E01033736,Greenwich 004H,Greenwich
E01033737,Greenwich 004I,Greenwich
E01033738,Greenwich 037D,Greenwich
E01033739,Greenwich 002E,Greenwich
E01033740,Greenwich 002F,Greenwich
E01033741,Greenwich 002G,Greenwich
E01033742,Greenwich 007F,Greenwich
E01033743,Greenwich 002H,Greenwich
E01033744,Greenwich 007G,Greenwich
E01033745,Greenwich 002I,Greenwich
E01033746,Greenwich 038E,Greenwich
E01001714,Hackney 002A,Hackney
E01001715,Hackney 007A,Hackney
E01001716,Hackney 007B,Hackney
E01001717,Hackney 007C,Hackney
E01001718,Hackney 007D,Hackney
E01001719,Hackney 007E,Hackney
E01001720,Hackney 007F,Hackney
E01001722,Hackney 029A,Hackney
E01001723,Hackney 006A,Hackney
E01001724,Hackney 006B,Hackney
E01001725,Hackney 004A,Hackney
E01001726,Hackney 004B,Hackney
E01001727,Hackney 006C,Hackney
E01001728,Hackney 029B,Hackney
E01001729,Hackney 019A,Hackney
E01001730,Hackney 019B,Hackney
E01001731,Hackney 017A,Hackney
E01001732,Hackney 019C,Hackney
E01001733,Hackney 015A,Hackney
E01001734,Hackney 017B,Hackney
E01001735,Hackney 019D,Hackney
E01001736,Hackney 012A,Hackney
E01001737,Hackney 012B,Hackney
E01001738,Hackney 012C,Hackney
E01001739,Hackney 012D,Hackney
E01001740,Hackney 014A,Hackney
E01001741,Hackney 009A,Hackney
E01001742,Hackney 008A,Hackney
E01001744,Hackney 021B,Hackney
E01001745,Hackney 016A,Hackney
E01001746,Hackney 016B,Hackney
E01001747,Hackney 014B,Hackney
E01001748,Hackney 020A,Hackney
E01001749,Hackney 020B,Hackney
E01001750,Hackney 021C,Hackney
E01001751,Hackney 021D,Hackney
E01001752,Hackney 025A,Hackney
E01001753,Hackney 025B,Hackney
E01001754,Hackney 025C,Hackney
E01001755,Hackney 025D,Hackney
E01001756,Hackney 021E,Hackney
E01001757,Hackney 016C,Hackney
E01001758,Hackney 016D,Hackney
E01001759,Hackney 016E,Hackney
E01001760,Hackney 017C,Hackney
E01001761,Hackney 016F,Hackney
E01001762,Hackney 017D,Hackney
E01001763,Hackney 020C,Hackney
E01001764,Hackney 010A,Hackney
E01001765,Hackney 010B,Hackney
E01001767,Hackney 010D,Hackney
E01001768,Hackney 006D,Hackney
E01001769,Hackney 006E,Hackney
E01001770,Hackney 010E,Hackney
E01001772,Hackney 024A,Hackney
E01001773,Hackney 025E,Hackney
E01001774,Hackney 024B,Hackney
E01001775,Hackney 024C,Hackney
E01001776,Hackney 025F,Hackney
E01001777,Hackney 027B,Hackney
E01001779,Hackney 026A,Hackney
E01001780,Hackney 027D,Hackney
E01001781,Hackney 026B,Hackney
E01001782,Hackney 026C,Hackney
E01001783,Hackney 026D,Hackney
E01001784,Hackney 027E,Hackney
E01001785,Hackney 015B,Hackney
E01001786,Hackney 013A,Hackney
E01001787,Hackney 013B,Hackney
E01001788,Hackney 013C,Hackney
E01001789,Hackney 015C,Hackney
E01001790,Hackney 013D,Hackney
E01001791,Hackney 015D,Hackney
E01001792,Hackney 011A,Hackney
E01001793,Hackney 011B,Hackney
E01001794,Hackney 011C,Hackney
E01001795,Hackney 011D,Hackney
E01001796,Hackney 011E,Hackney
E01001798,Hackney 028A,Hackney
E01001799,Hackney 003A,Hackney
E01001800,Hackney 004C,Hackney
E01001801,Hackney 008B,Hackney
E01001802,Hackney 003B,Hackney
E01001803,Hackney 008C,Hackney
E01001804,Hackney 003C,Hackney
E01001805,Hackney 009B,Hackney
E01001806,Hackney 008D,Hackney
E01001807,Hackney 003D,Hackney
E01001808,Hackney 001A,Hackney
E01001809,Hackney 001B,Hackney
E01001811,Hackney 002D,Hackney
E01001812,Hackney 003E,Hackney
E01001813,Hackney 002E,Hackney
E01001814,Hackney 001C,Hackney
E01001815,Hackney 024D,Hackney
E01001816,Hackney 020D,Hackney
E01001819,Hackney 020E,Hackney
E01001820,Hackney 024E,Hackney
E01001821,Hackney 024F,Hackney
E01001822,Hackney 029C,Hackney
E01001823,Hackney 001D,Hackney
E01001824,Hackney 004D,Hackney
E01001825,Hackney 001E,Hackney
E01001826,Hackney 004E,Hackney
E01001827,Hackney 029D,Hackney
E01001828,Hackney 028B,Hackney
E01001829,Hackney 009C,Hackney
E01001830,Hackney 014C,Hackney
E01001831,Hackney 009D,Hackney
E01001832,Hackney 009E,Hackney
E01001833,Hackney 014D,Hackney
E01001834,Hackney 014E,Hackney
E01001835,Hackney 014F,Hackney
E01001836,Hackney 022A,Hackney
E01001837,Hackney 023B,Hackney
E01001838,Hackney 019E,Hackney
E01001839,Hackney 023C,Hackney
E01001840,Hackney 022B,Hackney
E01001841,Hackney 022C,Hackney
E01001842,Hackney 023D,Hackney
E01001843,Hackney 023E,Hackney
E01001844,Hackney 022D,Hackney
E01001845,Hackney 022E,Hackney
E01001846,Hackney 018A,Hackney
E01001847,Hackney 018B,Hackney
E01001848,Hackney 018C,Hackney
E01001849,Hackney 018D,Hackney
E01001850,Hackney 019F,Hackney
E01033698,Hackney 021F,Hackney
E01033699,Hackney 021G,Hackney
E01033700,Hackney 021H,Hackney
E01033701,Hackney 002F,Hackney
E01033702,Hackney 028C,Hackney
E01033703,Hackney 010F,Hackney
E01033704,Hackney 023F,Hackney
E01033705,Hackney 028D,Hackney
E01033706,Hackney 027F,Hackney
E01033707,Hackney 021I,Hackney
E01033708,Hackney 027G,Hackney
E01033709,Hackney 027H,Hackney
E01033710,Hackney 028E,Hackney
E01033711,Hackney 027I,Hackney
E01033712,Hackney 023G,Hackney
E01033713,Hackney 010G,Hackney
E01001851,Hammersmith and Fulham 010A,Hammersmith and Fulham
E01001852,Hammersmith and Fulham 007A,Hammersmith and Fulham
E01001853,Hammersmith and Fulham 007B,Hammersmith and Fulham
E01001854,Hammersmith and Fulham 007C,Hammersmith and Fulham
E01001855,Hammersmith and Fulham 010B,Hammersmith and Fulham
E01001856,Hammersmith and Fulham 010C,Hammersmith and Fulham
E01001857,Hammersmith and Fulham 007D,Hammersmith and Fulham
E01001858,Hammersmith and Fulham 006A,Hammersmith and Fulham
E01001859,Hammersmith and Fulham 008A,Hammersmith and Fulham
E01001860,Hammersmith and Fulham 006B,Hammersmith and Fulham
E01001861,Hammersmith and Fulham 006C,Hammersmith and Fulham
E01001862,Hammersmith and Fulham 005A,Hammersmith and Fulham
E01001863,Hammersmith and Fulham 006D,Hammersmith and Fulham
E01001864,Hammersmith and Fulham 006E,Hammersmith and Fulham
E01001865,Hammersmith and Fulham 008B,Hammersmith and Fulham
E01001866,Hammersmith and Fulham 012A,Hammersmith and Fulham
E01001867,Hammersmith and Fulham 012B,Hammersmith and Fulham
E01001868,Hammersmith and Fulham 012C,Hammersmith and Fulham
E01001869,Hammersmith and Fulham 010D,Hammersmith and Fulham
E01001870,Hammersmith and Fulham 012D,Hammersmith and Fulham
E01001871,Hammersmith and Fulham 012E,Hammersmith and Fulham
E01001872,Hammersmith and Fulham 012F,Hammersmith and Fulham
E01001873,Hammersmith and Fulham 010E,Hammersmith and Fulham
E01001874,Hammersmith and Fulham 001A,Hammersmith and Fulham
E01001875,Hammersmith and Fulham 001B,Hammersmith and Fulham
E01001876,Hammersmith and Fulham 001C,Hammersmith and Fulham
E01001877,Hammersmith and Fulham 001D,Hammersmith and Fulham
E01001878,Hammersmith and Fulham 001E,Hammersmith and Fulham
E01001879,Hammersmith and Fulham 019A,Hammersmith and Fulham
E01001880,Hammersmith and Fulham 017A,Hammersmith and Fulham
E01001881,Hammersmith and Fulham 017B,Hammersmith and Fulham
E01001882,Hammersmith and Fulham 017C,Hammersmith and Fulham
E01001883,Hammersmith and Fulham 017D,Hammersmith and Fulham
E01001884,Hammersmith and Fulham 017E,Hammersmith and Fulham
E01001885,Hammersmith and Fulham 015A,Hammersmith and Fulham
E01001886,Hammersmith and Fulham 016A,Hammersmith and Fulham
E01001887,Hammersmith and Fulham 016B,Hammersmith and Fulham
E01001888,Hammersmith and Fulham 018A,Hammersmith and Fulham
E01001889,Hammersmith and Fulham 014A,Hammersmith and Fulham
E01001890,Hammersmith and Fulham 016C,Hammersmith and Fulham
E01001891,Hammersmith and Fulham 018B,Hammersmith and Fulham
E01001892,Hammersmith and Fulham 016D,Hammersmith and Fulham
E01001893,Hammersmith and Fulham 013A,Hammersmith and Fulham
E01001894,Hammersmith and Fulham 013B,Hammersmith and Fulham
E01001895,Hammersmith and Fulham 009A,Hammersmith and Fulham
E01001896,Hammersmith and Fulham 009B,Hammersmith and Fulham
E01001897,Hammersmith and Fulham 009C,Hammersmith and Fulham
E01001898,Hammersmith and Fulham 013C,Hammersmith and Fulham
E01001899,Hammersmith and Fulham 013D,Hammersmith and Fulham
E01001900,Hammersmith and Fulham 013E,Hammersmith and Fulham
E01001901,Hammersmith and Fulham 019B,Hammersmith and Fulham
E01001902,Hammersmith and Fulham 019C,Hammersmith and Fulham
E01001903,Hammersmith and Fulham 019D,Hammersmith and Fulham
E01001904,Hammersmith and Fulham 022A,Hammersmith and Fulham
E01001905,Hammersmith and Fulham 022B,Hammersmith and Fulham
E01001906,Hammersmith and Fulham 022C,Hammersmith and Fulham
E01001907,Hammersmith and Fulham 022D,Hammersmith and Fulham
E01001908,Hammersmith and Fulham 015B,Hammersmith and Fulham
E01001909,Hammersmith and Fulham 015C,Hammersmith and Fulham
E01001910,Hammersmith and Fulham 014B,Hammersmith and Fulham
E01001911,Hammersmith and Fulham 015D,Hammersmith and Fulham
E01001912,Hammersmith and Fulham 015E,Hammersmith and Fulham
E01001913,Hammersmith and Fulham 014C,Hammersmith and Fulham
E01001914,Hammersmith and Fulham 014D,Hammersmith and Fulham
E01001915,Hammersmith and Fulham 024A,Hammersmith and Fulham
E01001916,Hammersmith and Fulham 024B,Hammersmith and Fulham
E01001917,Hammersmith and Fulham 018C,Hammersmith and Fulham
E01001918,Hammersmith and Fulham 018D,Hammersmith and Fulham
E01001919,Hammersmith and Fulham 018E,Hammersmith and Fulham
E01001920,Hammersmith and Fulham 020A,Hammersmith and Fulham
E01001921,Hammersmith and Fulham 020B,Hammersmith and Fulham
E01001922,Hammersmith and Fulham 020C,Hammersmith and Fulham
E01001923,Hammersmith and Fulham 020D,Hammersmith and Fulham
E01001924,Hammersmith and Fulham 020E,Hammersmith and Fulham
E01001925,Hammersmith and Fulham 025A,Hammersmith and Fulham
E01001926,Hammersmith and Fulham 024C,Hammersmith and Fulham
E01001927,Hammersmith and Fulham 008C,Hammersmith and Fulham
E01001928,Hammersmith and Fulham 011A,Hammersmith and Fulham
E01001929,Hammersmith and Fulham 009D,Hammersmith and Fulham
E01001930,Hammersmith and Fulham 008D,Hammersmith and Fulham
E01001931,Hammersmith and Fulham 011B,Hammersmith and Fulham
E01001932,Hammersmith and Fulham 011C,Hammersmith and Fulham
E01001933,Hammersmith and Fulham 011D,Hammersmith and Fulham
E01001934,Hammersmith and Fulham 025B,Hammersmith and Fulham
E01001935,Hammersmith and Fulham 023A,Hammersmith and Fulham
E01001937,Hammersmith and Fulham 025C,Hammersmith and Fulham
E01001938,Hammersmith and Fulham 025D,Hammersmith and Fulham
E01001939,Hammersmith and Fulham 023C,Hammersmith and Fulham
E01001940,Hammersmith and Fulham 005B,Hammersmith and Fulham
E01001941,Hammersmith and Fulham 005C,Hammersmith and Fulham
E01001942,Hammersmith and Fulham 005D,Hammersmith and Fulham
E01001943,Hammersmith and Fulham 004A,Hammersmith and Fulham
E01001944,Hammersmith and Fulham 004B,Hammersmith and Fulham
E01001945,Hammersmith and Fulham 004C,Hammersmith and Fulham
E01001946,Hammersmith and Fulham 004D,Hammersmith and Fulham
E01001947,Hammersmith and Fulham 021A,Hammersmith and Fulham
E01001948,Hammersmith and Fulham 021B,Hammersmith and Fulham
E01001949,Hammersmith and Fulham 021C,Hammersmith and Fulham
E01001950,Hammersmith and Fulham 021D,Hammersmith and Fulham
E01001951,Hammersmith and Fulham 021E,Hammersmith and Fulham
E01001952,Hammersmith and Fulham 024D,Hammersmith and Fulham
E01001953,Hammersmith and Fulham 021F,Hammersmith and Fulham
E01001954,Hammersmith and Fulham 003A,Hammersmith and Fulham
E01001955,Hammersmith and Fulham 002A,Hammersmith and Fulham
E01001956,Hammersmith and Fulham 003B,Hammersmith and Fulham
E01001957,Hammersmith and Fulham 002B,Hammersmith and Fulham
E01001958,Hammersmith and Fulham 002C,Hammersmith and Fulham
E01001959,Hammersmith and Fulham 003C,Hammersmith and Fulham
E01001960,Hammersmith and Fulham 003D,Hammersmith and Fulham
E01001961,Hammersmith and Fulham 002D,Hammersmith and Fulham
E01032788,Hammersmith and Fulham 023D,Hammersmith and Fulham
E01032789,Hammersmith and Fulham 023E,Hammersmith and Fulham
E01032790,Hammersmith and Fulham 023F,Hammersmith and Fulham
E01001962,Haringey 004A,Haringey
E01001963,Haringey 009A,Haringey
E01001964,Haringey 009B,Haringey
E01001965,Haringey 009C,Haringey
E01001966,Haringey 009D,Haringey
E01001967,Haringey 014A,Haringey
E01001968,Haringey 014B,Haringey
E01001969,Haringey 001A,Haringey
E01001970,Haringey 004B,Haringey
E01001971,Haringey 001B,Haringey
E01001972,Haringey 004C,Haringey
E01001973,Haringey 004D,Haringey
E01001974,Haringey 001C,Haringey
E01001975,Haringey 001D,Haringey
E01001976,Haringey 011A,Haringey
E01001977,Haringey 011B,Haringey
E01001978,Haringey 011C,Haringey
E01001979,Haringey 011D,Haringey
E01001980,Haringey 018A,Haringey
E01001981,Haringey 018B,Haringey
E01001982,Haringey 018C,Haringey
E01001983,Haringey 018D,Haringey
E01001984,Haringey 033A,Haringey
E01001985,Haringey 033B,Haringey
E01001986,Haringey 034A,Haringey
E01001987,Haringey 033C,Haringey
E01001988,Haringey 034B,Haringey
E01001989,Haringey 033D,Haringey
E01001990,Haringey 034C,Haringey
E01001991,Haringey 017A,Haringey
E01001992,Haringey 017B,Haringey
E01001993,Haringey 017C,Haringey
E01001994,Haringey 030A,Haringey
E01001995,Haringey 017D,Haringey
E01001996,Haringey 014C,Haringey
E01001997,Haringey 014D,Haringey
E01001998,Haringey 023A,Haringey
E01001999,Haringey 023B,Haringey
E01002000,Haringey 031A,Haringey
E01002001,Haringey 031B,Haringey
E01002002,Haringey 031C,Haringey
E01002003,Haringey 023C,Haringey
E01002004,Haringey 023D,Haringey
E01002005,Haringey 035A,Haringey
E01002006,Haringey 035B,Haringey
E01002007,Haringey 035C,Haringey
E01002008,Haringey 030B,Haringey
E01002009,Haringey 035D,Haringey
E01002010,Haringey 030C,Haringey
E01002011,Haringey 030D,Haringey
E01002013,Haringey 022A,Haringey
E01002014,Haringey 020B,Haringey
E01002015,Haringey 020C,Haringey
E01002016,Haringey 028A,Haringey
E01002017,Haringey 028B,Haringey
E01002018,Haringey 020D,Haringey
E01002019,Haringey 022B,Haringey
E01002020,Haringey 021A,Haringey
E01002021,Haringey 022C,Haringey
E01002022,Haringey 021B,Haringey
E01002023,Haringey 021C,Haringey
E01002024,Haringey 022D,Haringey
E01002025,Haringey 021D,Haringey
E01002026,Haringey 016A,Haringey
E01002027,Haringey 010A,Haringey
E01002028,Haringey 010B,Haringey
E01002029,Haringey 016B,Haringey
E01002030,Haringey 016C,Haringey
E01002031,Haringey 016D,Haringey
E01002032,Haringey 010C,Haringey
E01002033,Haringey 010D,Haringey
E01002034,Haringey 037A,Haringey
E01002036,Haringey 002A,Haringey
E01002037,Haringey 002B,Haringey
E01002038,Haringey 037B,Haringey
E01002039,Haringey 002C,Haringey
E01002040,Haringey 002D,Haringey
E01002041,Haringey 037C,Haringey
E01002042,Haringey 027A,Haringey
E01002043,Haringey 026A,Haringey
E01002044,Haringey 027B,Haringey
E01002045,Haringey 026B,Haringey
E01002046,Haringey 026C,Haringey
E01002047,Haringey 027C,Haringey
E01002048,Haringey 027D,Haringey
E01002049,Haringey 026D,Haringey
E01002050,Haringey 029A,Haringey
E01002051,Haringey 029B,Haringey
E01002052,Haringey 029C,Haringey
E01002053,Haringey 032A,Haringey
E01002054,Haringey 032B,Haringey
E01002055,Haringey 029D,Haringey
E01002056,Haringey 032C,Haringey
E01002057,Haringey 032D,Haringey
E01002058,Haringey 031D,Haringey
E01002059,Haringey 028C,Haringey
E01002060,Haringey 028D,Haringey
E01002061,Haringey 036A,Haringey
E01002062,Haringey 034D,Haringey
E01002063,Haringey 036B,Haringey
E01002064,Haringey 036C,Haringey
E01002065,Haringey 036D,Haringey
E01002066,Haringey 025A,Haringey
E01002067,Haringey 024A,Haringey
E01002068,Haringey 025B,Haringey
E01002069,Haringey 024B,Haringey
E01002070,Haringey 024C,Haringey
E01002071,Haringey 025C,Haringey
E01002072,Haringey 025D,Haringey
E01002073,Haringey 024D,Haringey
E01002074,Haringey 012A,Haringey
E01002075,Haringey 015A,Haringey
E01002076,Haringey 015B,Haringey
E01002077,Haringey 012B,Haringey
E01002078,Haringey 015C,Haringey
E01002079,Haringey 012C,Haringey
E01002080,Haringey 015D,Haringey
E01002081,Haringey 012D,Haringey
E01002082,Haringey 013A,Haringey
E01002083,Haringey 019A,Haringey
E01002084,Haringey 019B,Haringey
E01002085,Haringey 019C,Haringey
E01002086,Haringey 013B,Haringey
E01002087,Haringey 019D,Haringey
E01002088,Haringey 013C,Haringey
E01002089,Haringey 013D,Haringey
E01002090,Haringey 005A,Haringey
E01002091,Haringey 006A,Haringey
E01002092,Haringey 006B,Haringey
E01002093,Haringey 005B,Haringey
E01002094,Haringey 006C,Haringey
E01002095,Haringey 006D,Haringey
E01002096,Haringey 005C,Haringey
E01002097,Haringey 005D,Haringey
E01002098,Haringey 007A,Haringey
E01002099,Haringey 008A,Haringey
E01002100,Haringey 008B,Haringey
E01002101,Haringey 007B,Haringey
E01002102,Haringey 007C,Haringey
E01002103,Haringey 008C,Haringey
E01002104,Haringey 008D,Haringey
E01002105,Haringey 007D,Haringey
E01032575,Haringey 037D,Haringey
E01033085,Haringey 020E,Haringey
E01033086,Haringey 020F,Haringey
E01002106,Harrow 008A,Harrow
E01002107,Harrow 012A,Harrow
E01002108,Harrow 008B,Harrow
E01002109,Harrow 008C,Harrow
E01002110,Harrow 008D,Harrow
E01002111,Harrow 008E,Harrow
E01002112,Harrow 001A,Harrow
E01002113,Harrow 002A,Harrow
E01002114,Harrow 001B,Harrow
E01002115,Harrow 002B,Harrow
E01002116,Harrow 002C,Harrow
E01002117,Harrow 002D,Harrow
E01002118,Harrow 002E,Harrow
E01002119,Harrow 007A,Harrow
E01002120,Harrow 007B,Harrow
E01002121,Harrow 007C,Harrow
E01002122,Harrow 007D,Harrow
E01002123,Harrow 007E,Harrow
E01002124,Harrow 010A,Harrow
E01002125,Harrow 010B,Harrow
E01002126,Harrow 023A,Harrow
E01002127,Harrow 023B,Harrow
E01002128,Harrow 020A,Harrow
E01002129,Harrow 023C,Harrow
E01002130,Harrow 020B,Harrow
E01002131,Harrow 023D,Harrow
E01002132,Harrow 029A,Harrow
E01002133,Harrow 027A,Harrow
E01002134,Harrow 029B,Harrow
E01002135,Harrow 029C,Harrow
E01002136,Harrow 027B,Harrow
E01002137,Harrow 029D,Harrow
E01002138,Harrow 027C,Harrow
E01002139,Harrow 006A,Harrow
E01002140,Harrow 005A,Harrow
E01002141,Harrow 005B,Harrow
E01002142,Harrow 005C,Harrow
E01002143,Harrow 005D,Harrow
E01002144,Harrow 004A,Harrow
E01002145,Harrow 005E,Harrow
E01002146,Harrow 004B,Harrow
E01002147,Harrow 004C,Harrow
E01002148,Harrow 006B,Harrow
E01002149,Harrow 004D,Harrow
E01002150,Harrow 006C,Harrow
E01002151,Harrow 006D,Harrow
E01002152,Harrow 006E,Harrow
E01002153,Harrow 019A,Harrow
E01002154,Harrow 015A,Harrow
E01002155,Harrow 019B,Harrow
E01002156,Harrow 015B,Harrow
E01002157,Harrow 019C,Harrow
E01002158,Harrow 019D,Harrow
E01002159,Harrow 021A,Harrow
E01002160,Harrow 021B,Harrow
E01002161,Harrow 021C,Harrow
E01002162,Harrow 015C,Harrow
E01002163,Harrow 015D,Harrow
E01002164,Harrow 021D,Harrow
E01002165,Harrow 017A,Harrow
E01002166,Harrow 017B,Harrow
E01002167,Harrow 017C,Harrow
E01002168,Harrow 017D,Harrow
E01002169,Harrow 017E,Harrow
E01002170,Harrow 033A,Harrow
E01002171,Harrow 033B,Harrow
E01002172,Harrow 033C,Harrow
